h,race
0.0,1
0.0,1
0.0,1
0.926,1
0.8745,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.702,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.8765000000000001,0
0.794,0
0.0,1
0.791,0
0.0,1
0.0,1
0.0,0
0.0,0
0.6495,1
0.6835,0
0.8775,0
0.0,1
0.0,1
0.806,0
0.9245,1
0.878,0
0.0,1
0.0,1
0.937,0
0.728,0
0.0,0
0.0,0
0.0,1
0.0,0
0.752,1
0.0,1
0.0,1
0.0,0
0.7885,0
0.0,0
0.0,1
0.8985,0
0.879,0
0.7085,0
0.0,0
0.0,0
0.9535,0
0.0,1
0.0,1
0.722,0
0.7244999999999999,0
0.0,1
0.0,1
0.0,1
0.0,1
0.8815,0
0.8180000000000001,0
0.7164999999999999,0
0.719,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.7070000000000001,0
0.0,0
0.0,1
0.0,1
0.0,0
0.771,0
0.0,1
0.868,0
0.6639999999999999,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.819,0
0.0,1
0.0,0
0.0,0
0.0,1
0.95,0
0.9505,0
0.75,1
0.0,1
0.788,0
0.0,1
0.0,0
0.646,1
0.951,0
0.758,1
0.0,0
0.873,0
0.9525,0
0.0,0
0.645,1
0.0,1
0.0,1
0.0,0
0.8925,0
0.0,1
0.79,0
0.0,0
0.765,0
0.0,0
0.0,1
0.0,0
0.0,1
0.927,1
0.0,0
0.0,0
0.6739999999999999,0
0.0,0
0.9575,0
0.0,0
0.0,0
0.0,1
0.732,0
0.0,1
0.946,0
0.0,0
0.0,1
0.0,0
0.723,0
0.885,0
0.0,0
0.0,1
0.0,0
0.6619999999999999,1
0.0,0
0.7715,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.836,1
0.7135,0
0.7435,1
0.0,0
0.743,1
0.942,0
0.0,1
0.0,0
0.0,1
0.0,1
0.775,0
0.733,0
0.0,0
0.0,1
0.0,0
0.0,1
0.7845,0
0.0,0
0.0,0
0.0,0
0.6865,0
0.0,0
0.0,0
0.0,1
0.0,0
0.8865,0
0.887,0
0.0,0
0.781,0
0.9425,0
0.0,0
0.779,0
0.7785,0
0.0,1
0.0,1
0.6890000000000001,0
0.0,1
0.9415,0
0.0,1
0.846,1
0.0,0
0.0,0
0.6365000000000001,0
0.0,0
0.0,0
0.6375,0
0.0,1
0.8785000000000001,0
0.724,0
0.0,1
0.0,1
0.0,1
0.638,0
0.889,0
0.0,0
0.838,1
0.0,1
0.0,0
0.0,1
0.0,0
0.639,0
0.989,0
0.0,0
0.0,1
0.888,0
0.8875,0
0.988,0
0.837,1
0.0,1
0.9875,0
0.0,0
0.0,1
0.6995,0
0.987,0
0.828,0
0.0,1
0.0,1
0.696,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.7585,1
0.0,0
0.886,0
0.0,0
0.0,0
0.655,1
0.0,1
0.0,0
0.0,0
0.0,0
0.9339999999999999,1
0.0,1
0.0,1
0.0,0
0.0,1
0.8195,0
0.884,0
0.0,0
0.0,0
0.6515,1
0.0,0
0.0,0
0.0,1
0.0,0
0.7949999999999999,0
0.0,0
0.0,1
0.0,0
0.0,0
0.89,0
0.8905,0
0.0,1
0.0,0
0.0,0
0.0,0
0.751,1
0.0,1
0.0,1
0.0,0
0.8975,0
0.897,0
0.669,1
0.0,0
0.0,1
0.0,1
0.841,1
0.8405,1
0.0,1
0.0,0
0.0,1
0.984,0
0.8965,0
0.0,0
0.0,0
0.8015,0
0.0,1
0.0,1
0.0,0
0.792,0
0.896,0
0.7105,0
0.0,1
0.8240000000000001,0
0.0,1
0.8285,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.7565,1
0.7195,0
0.895,0
0.9835,0
0.0,1
0.0,0
0.0,1
0.0,1
0.643,0
0.0,1
0.0,0
0.6425000000000001,0
0.8945,0
0.0,0
0.6985,0
0.0,1
0.747,1
0.784,0
0.642,0
0.84,1
0.0,1
0.0,0
0.9825,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.893,0
0.0,1
0.0,0
0.7815,0
0.0,0
0.0,0
0.6935,0
0.0,1
0.6445000000000001,1
0.6575,1
0.0,0
0.9335,1
0.757,1
0.7155,0
0.8145,0
0.8140000000000001,0
0.8395,1
0.6990000000000001,0
0.0,1
0.694,0
0.826,0
0.0,1
0.8385,1
0.0,1
0.0,0
0.7575000000000001,1
0.0,0
0.0,0
0.0,0
0.6465000000000001,1
0.0,0
0.0,1
0.0,1
0.6499999999999999,1
0.736,0
0.0,0
0.0,0
0.0,1
0.935,1
0.0,0
0.663,1
0.0,1
0.7075,0
0.0,0
0.999,0
0.0,0
0.8185,0
0.8714999999999999,0
0.871,0
0.9985,0
0.8705,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.87,0
0.0,0
0.0,1
0.81,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.998,0
0.869,0
0.0,0
0.0,0
0.0,0
0.0,1
0.8345,1
0.0,0
0.8075,0
0.0,1
0.0,0
0.8674999999999999,0
0.6595,1
0.0,0
0.0,1
0.7935,0
0.0,1
0.0,1
0.7124999999999999,0
0.713,0
0.0,1
0.0,1
0.0,0
0.0,1
0.7875,0
0.8055,0
0.7535000000000001,1
0.867,0
0.0,1
0.0,1
0.0,0
0.802,0
0.0,1
0.8009999999999999,0
0.0,1
0.0,0
0.0,0
0.9955,0
0.995,0
0.9995,0
0.866,0
0.0,0
0.7985,0
0.0,1
0.0,1
0.0,1
0.0,0
0.993,0
0.0,1
0.0,0
0.7404999999999999,0
0.0,1
0.0,1
0.8734999999999999,0
0.0,1
0.874,0
0.0,0
0.0,1
0.753,1
0.6665,1
0.9925,0
0.6405000000000001,0
0.0,0
0.0,0
0.7295,0
0.0,0
0.6675,1
0.0,0
0.992,0
0.0,0
0.6685,1
0.0,0
0.0,0
0.8805,0
0.0,0
0.0,0
0.8049999999999999,0
0.754,1
0.7545,1
0.8795,0
0.6795,0
0.0,1
0.0,0
0.7975,0
0.9355,1
0.0,0
0.0,1
0.991,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.9705,0
0.6505,1
0.748,1
0.0,0
1.0,0
0.7895,0
0.0,0
0.6725,0
0.877,0
0.97,0
0.0,1
0.0,0
0.0,1
0.0,1
0.9695,0
0.875,0
0.9685,0
0.968,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.6455,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.7965,0
0.0,1
0.698,0
0.0,0
0.8069999999999999,0
0.0,0
0.0,1
0.898,0
0.9285,1
0.0,0
0.0,0
0.0,1
0.7025,0
0.842,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.929,1
0.7065,0
0.918,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.825,0
0.0,1
0.916,0
0.6915,0
0.0,1
0.9665,0
0.9655,0
0.0,1
0.923,0
0.915,0
0.0,0
0.8465,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.6539999999999999,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.6905,0
0.7605,1
0.0,1
0.0,0
0.0,1
0.9175,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.6785,0
0.8085,0
0.6435,1
0.673,0
0.0,0
0.0,1
0.0,1
0.8089999999999999,0
0.0,0
0.919,0
0.0,0
0.667,1
0.0,0
0.0,0
0.741,0
0.0,0
0.0,0
0.0,1
0.9205,0
0.0,0
0.7255,0
0.9235,0
0.0,1
0.9215,0
0.0,0
0.0,0
0.0,1
0.9225,0
0.0,1
0.8160000000000001,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.844,1
0.0,0
0.0,1
0.675,0
0.0,1
0.0,1
0.0,1
0.9035,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.7115,0
0.9299999999999999,1
0.761,0
0.9025,0
0.902,0
0.0,0
0.9015,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.901,0
0.0,1
0.0,1
0.914,0
0.0,0
0.0,0
0.7005,0
0.0,0
0.6965,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.9005,0
0.6910000000000001,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.8425,1
0.0,0
0.9,0
0.7455,1
0.6555,1
0.0,0
0.0,0
0.7035,0
0.7010000000000001,0
0.8995,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.9315,1
0.649,1
0.0,0
0.0,1
0.978,0
0.0,0
0.0,1
0.9045,0
0.0,0
0.6745,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.679,0
0.0,1
0.0,0
0.0,0
0.0,1
0.6855,0
0.905,0
0.931,1
0.0,0
0.0,1
0.6825,0
0.9305,1
0.0,0
0.0,1
0.688,0
0.0,1
0.9765,0
0.0,1
0.0,0
0.7324999999999999,0
0.0,1
0.7755,0
0.9125,0
0.0,1
0.0,1
0.976,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.9115,0
0.911,0
0.0,1
0.975,0
0.9745,0
0.6705,1
0.7344999999999999,0
0.0,0
0.0,0
0.0,0
0.0,1
0.9095,0
0.9085,0
0.0,0
0.0,0
0.0,1
0.661,1
0.0,0
0.908,0
0.0,0
0.768,0
0.0,1
0.0,1
0.0,0
0.0,1
0.907,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.9065,0
0.0,0
0.0,0
0.7725,0
0.0,0
0.0,0
0.0,0
0.0,1
0.745,1
0.839,1
0.0,1
0.6885,0
0.0,0
0.72,0
0.0,1
0.0,1
0.972,0
0.0,1
0.0,0
0.0,1
0.7675,0
0.973,0
0.767,0
0.0,0
0.974,0
0.7665,0
0.7424999999999999,1
0.0,0
0.0,1
0.0,0
0.0,0
0.8325,1
0.727,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.9775,0
0.7835,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.7795,0
0.0,1
0.979,0
0.0,0
0.0,1
0.857,0
0.0,1
0.0,1
0.8495,0
0.7625,0
0.6485,1
0.0,1
0.0,1
0.7635,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.8515,0
0.0,1
0.0,0
0.0,1
0.8275,0
0.0,0
0.0,0
0.0,0
0.0,0
0.6930000000000001,0
0.0,1
0.0,1
0.0,0
0.849,0
0.0,1
0.0,0
0.0,1
0.6565,1
0.967,0
0.0,0
0.821,0
0.0,1
0.0,0
0.9675,0
0.0,0
0.0,0
0.862,0
0.969,0
0.8614999999999999,0
0.0,1
0.0,0
0.0,1
0.8605,0
0.971,0
0.9805,0
0.0,0
0.0,0
0.9905,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.731,0
0.6679999999999999,1
0.0,0
0.0,1
0.7264999999999999,0
0.8005,0
0.0,0
0.8315,1
0.0,1
0.831,1
0.0,1
0.9945,0
0.0,0
0.0,0
0.7515000000000001,1
0.0,1
0.71,0
0.996,0
0.0,0
0.0,0
0.9965,0
0.0,0
0.9975,0
0.715,0
0.0,1
0.0,1
0.0,0
0.0,1
0.7184999999999999,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.8295,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.9815,0
0.0,0
0.0,1
0.8574999999999999,0
0.0,0
0.0,0
0.8205,0
0.8220000000000001,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.734,0
0.0,0
0.0,1
0.832,1
0.833,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.863,0
0.985,0
0.0,1
0.8225,0
0.7045,0
0.0,1
0.9865,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.9885,0
0.0,1
0.0,0
0.0,1
0.0,1
0.8175,0
0.0,0
0.6385000000000001,0
0.6779999999999999,0
0.0,0
0.98,0
0.856,0
0.0,1
0.0,0
0.704,0
0.6970000000000001,0
0.0,0
0.0,1
0.0,1
0.0,1
0.729,0
0.0,1
0.0,0
0.0,1
0.7275,0
0.0,1
0.0,0
0.0,1
0.9595,0
0.7464999999999999,1
0.0,0
0.956,0
0.955,0
0.851,0
0.0,1
0.8109999999999999,0
0.8505,0
0.0,0
0.0,0
0.0,0
0.74,0
0.7995,0
0.8,0
0.0,1
0.948,0
0.0,1
0.6635,1
0.0,0
0.8565,0
0.789,0
0.0,1
0.0,1
0.0,0
0.808,0
0.0,0
0.0,0
0.0,1
0.659,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.9515,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.8525,0
0.0,0
0.716,0
0.0,1
0.855,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.8625,0
0.0,0
0.0,0
0.9565,0
0.0,0
0.861,0
0.0,0
0.0,0
0.0,1
0.0,0
0.9375,0
0.858,0
0.0,0
0.0,1
0.0,1
0.944,0
0.0,1
0.0,1
0.0,0
0.644,1
0.0,0
