h,gender
3.0893171419800615e-11,1
2.6898298357212673e-11,0
2.660194767916905e-11,0
6.122890390146763e-11,1
4.626557705489069e-11,0
7.621364818919742e-11,0
3.556515276977235e-11,1
3.574126001850158e-11,1
4.047229045712014e-11,0
4.1611083856007596e-11,0
2.670424451754482e-11,0
2.9700034442707295e-11,0
3.05992630077413e-11,0
3.544092297356103e-11,0
4.12580722909734e-11,0
2.888946524967304e-11,1
3.1725460902423875e-11,1
2.7097527937018252e-11,0
2.9411638563337036e-11,0
3.2175454303260554e-11,0
8.08141354993945e-11,1
8.90635620784184e-11,0
3.6364374752341326e-11,0
3.101138365790377e-11,1
1.1178522794689743e-10,0
2.868327208684914e-11,1
4.070820804098867e-11,0
6.283566323799161e-11,1
2.911752914854908e-11,0
3.1560928993996626e-11,1
3.508557125482904e-11,0
3.9588236860258523e-11,0
2.6914454314786002e-11,0
4.274854316083348e-11,0
1.3854721840317322e-10,0
2.976486751924964e-11,0
4.454589598801744e-11,0
3.7703888388754737e-11,1
3.455067857523562e-11,0
2.9126756036604935e-11,0
3.776496540983358e-11,1
1.0618168365817431e-10,0
3.986109919183455e-11,0
4.189515345792395e-11,0
2.838488512919163e-11,0
2.7360108956768053e-11,0
4.7963582013573156e-11,0
3.1337795676315534e-11,0
2.9439103952931986e-11,0
3.579543997600246e-11,0
2.6747059606367643e-11,0
2.5660712187879613e-11,0
2.7054253112141893e-11,0
3.370468288850219e-11,1
3.2444172558130875e-11,0
8.437677517817556e-11,1
6.597769434694453e-11,0
2.1652388081501698e-11,0
6.37624715389706e-11,0
3.697000768530031e-11,0
3.991852504978348e-11,0
5.2935048408654647e-11,0
3.237797270895365e-11,0
3.7220641270823124e-11,0
3.8242138773636354e-11,1
5.645360208315307e-11,0
2.3778416333414618e-11,0
2.889122231873851e-11,0
2.8197706450363096e-11,0
3.9362807713351563e-11,0
3.190296310576005e-11,0
4.9182609954752354e-11,0
6.921441993365243e-11,0
3.86243163752647e-11,0
2.4279530614050395e-09,0
1.121301618519374e-10,0
4.263546532542919e-11,0
3.59864974790651e-11,0
3.2343972073915884e-11,1
5.199774805315525e-11,0
2.309992428037986e-11,1
4.8289469230716705e-11,0
2.900697585072667e-11,0
1.800408956538716e-10,0
2.9064978036280893e-11,0
3.204264532921231e-11,1
3.114130503381178e-11,1
3.268021378668549e-11,0
3.1813864804175303e-11,1
4.0483970193379734e-11,0
4.34828231314886e-11,0
3.2141254807124e-11,1
2.5531857734753115e-11,0
2.9351358165972765e-11,0
2.0223454810801927e-09,1
3.051262374153292e-11,1
2.8944734454085274e-11,1
3.87343060532822e-11,0
1.966348461447699e-10,0
5.215984498105242e-11,1
3.5108853477395644e-11,0
2.7840338300377016e-11,0
3.5097825721107545e-11,1
2.7329995180234608e-11,1
0.05533715090661972,1
1.8114286709391285e-10,1
4.245484566215144e-11,0
1.4940091377456205e-10,0
2.3104507045773917e-11,1
3.3158700337366444e-11,0
3.802897576120788e-11,0
5.5804712651644095e-11,1
3.456379716107402e-11,1
3.512358226555404e-11,1
3.0580056610394565e-11,0
4.165994689074091e-11,0
2.858896545211942e-11,0
6.76097333564017e-11,0
9.206745376808874e-11,1
3.25867318006119e-10,0
3.071677797676962e-11,1
3.1186544918058035e-11,1
1.0772685039272178e-10,0
4.323152428026671e-11,0
2.9105674171320524e-11,0
2.859773792484626e-11,0
4.9286975480761705e-11,0
5.33478661894931e-10,1
2.8105633458818606e-11,0
3.025352791287772e-11,0
3.099948489028461e-11,0
3.585138192022632e-11,0
2.636733157405299e-11,0
2.7809395820958562e-11,0
3.0485077235198116e-11,1
3.1905157198293965e-11,0
5.386930838580593e-11,0
2.8229448039534196e-11,0
3.175783849964795e-11,1
8.118712731724704e-11,1
3.302906394105215e-11,0
3.2335923928469105e-11,0
4.270891078850168e-11,0
2.994421883965257e-11,0
1.7170786447171895e-10,0
2.831959960157253e-11,0
3.479474002733226e-11,1
3.850452433344492e-11,1
4.32220738493275e-11,0
3.3172135732366274e-11,0
3.0804040735331336e-11,0
4.176259207066963e-11,0
4.944903702937283e-11,0
2.6130618682897087e-11,0
3.121249708566121e-11,0
4.4170648232806875e-11,0
3.190367019814094e-11,1
6.436745504844557e-11,1
5.806413454491292e-11,0
3.559419355699743e-11,1
3.640359826638796e-11,0
3.9100212290087374e-11,1
4.271805456135605e-11,1
3.416780549305814e-11,1
2.9333977124411e-11,0
6.534358672780221e-11,1
3.139089797390276e-11,1
6.265505334387775e-11,0
1.2726798235594233e-10,0
3.278290088556593e-10,0
6.484156251338616e-11,1
2.8280014495828154e-11,0
1.746701256211755e-11,0
2.7873591837317855e-11,0
2.5740862189132734e-11,1
4.22445270952526e-11,0
6.878459724867058e-10,0
3.236222283216755e-11,1
1.211240746883141e-09,1
2.6960911492276527e-11,0
3.142052660736916e-11,1
4.534099483527728e-11,1
5.310486979013215e-11,0
3.950021106265291e-11,0
5.3905863909116795e-11,0
2.80202436482007e-11,0
5.604812144335946e-11,1
4.9120866282601484e-11,0
2.935036285304344e-11,0
1.0979636144228373e-10,0
0.11460398712406769,0
2.561358812842329e-11,0
2.4274616047020495e-10,0
3.462475036437589e-11,0
5.200333046980251e-11,0
2.8650283327416586e-11,1
4.4124715038696304e-11,0
2.980373515351629e-11,0
4.371967160802826e-11,0
4.779365403441835e-11,0
3.391636091048415e-11,1
8.233604392021524e-11,1
6.214053627866994e-11,1
2.6179229485779568e-11,0
2.0407430230600633e-10,1
2.8865812009828233e-11,0
9.685712065827882e-11,0
3.211056652224197e-11,0
2.1355445223925839e-10,1
2.9971506255831083e-11,0
3.592862993857349e-11,0
3.974743059548811e-11,1
2.896753649991553e-11,0
3.6731203951664065e-11,0
4.628249206883497e-11,0
3.7000306124682857e-11,0
2.912947107341498e-11,0
2.6271960827861328e-11,0
3.3558208409097686e-11,0
6.26301399539473e-11,0
8.727408414340964e-11,0
4.3296235430778686e-11,1
5.158757230399287e-11,1
3.638363859114561e-11,1
2.8040871410818543e-11,0
5.719514872757093e-11,1
3.0988101497866146e-11,0
3.507779207719888e-11,0
2.5813298540219266e-11,0
4.2221248117496444e-11,0
5.924671149722865e-11,0
3.565991734936893e-11,0
3.0618325550787067e-11,0
3.1717502700819436e-11,0
2.9081811917093794e-11,1
3.204201461660199e-11,0
5.187352812997944e-11,0
3.245834334289115e-11,0
7.869584600879941e-11,1
3.1563396581435904e-11,1
2.9855604147808797e-11,0
4.1256102214601244e-11,1
1.4363395369405672e-10,1
2.8208420848928963e-11,0
8.497443016281399e-11,1
4.951425327248899e-11,0
3.951485719877241e-11,0
4.7756281820473034e-11,0
2.7773288835863582e-11,0
4.422132162006588e-11,0
3.7830593154136176e-11,0
6.219758821578978e-11,0
3.1069308313775026e-11,0
5.3651616800602614e-11,1
3.093681875663596e-11,1
3.64881829944705e-11,0
3.391340231032842e-11,1
9.423853870263334e-11,0
2.8063392646506622e-11,0
3.1581893297053615e-11,1
4.2958085713940264e-11,1
3.065213813257098e-11,0
3.6310959787947926e-10,0
4.224094702540596e-11,0
3.10411756243176e-11,0
1.1021819302626868e-09,0
7.539967940367767e-11,1
4.140396957827198e-11,0
2.9628584457486496e-10,0
5.404863528828178e-11,0
2.5726976620842383e-11,0
2.546426123096103e-10,0
4.739352240129204e-11,0
2.997210702969507e-11,0
5.175290510929477e-11,1
2.559932192166944e-11,0
3.282552443069561e-11,0
2.7918555759261842e-11,0
2.1118182321658534e-10,0
2.5167094911536015e-11,0
4.3110902273734755e-11,1
2.5678783916419013e-11,0
3.064722078881599e-11,0
3.616286378049875e-11,1
3.439025237569217e-10,0
6.551424339776947e-11,0
6.522349834800266e-11,1
3.712588840634953e-11,0
3.142337697760328e-11,0
4.186747264950334e-09,0
8.216887450248787e-11,1
1.3729535065833e-09,0
3.50791860888206e-11,1
5.2905750838778496e-11,0
2.926192989124031e-11,0
5.1064124073837985e-11,1
2.3481775397120616e-10,0
5.21712651456222e-11,1
4.156111507448186e-11,1
4.920767680268385e-11,0
4.174009944352593e-11,1
3.109213592566675e-11,1
3.318933233500527e-11,1
2.190594174744942e-09,0
5.377875749470322e-11,0
3.4022203366785805e-11,0
3.1824281162164903e-11,1
3.031085481109985e-11,1
5.3275877777394783e-11,0
2.92251604142129e-11,0
3.6039755744502e-11,1
1.5660005307081238e-10,0
3.446748954627468e-11,0
2.8743372555020385e-11,0
2.9709353945454786e-10,1
7.005440728188248e-11,0
3.8112558751052604e-11,0
5.001119164087292e-11,0
3.0161060626045017e-11,0
3.8707997469898935e-11,0
2.7848221662640766e-11,0
1.5843471158368837e-10,0
4.097977806558756e-11,0
2.8172427994596123e-11,0
3.178232863729631e-11,0
3.616998847873904e-10,0
3.1196805409836797e-11,0
2.5965823874903054e-11,0
3.359526617122386e-10,0
9.109358084139531e-11,0
2.0203541176212172e-10,1
2.8845586717068133e-11,0
1.083849175473848e-10,0
2.896764522552341e-11,0
4.0511326618500606e-11,0
4.6031558072388556e-11,0
4.144343618761301e-11,0
3.0045904353654255e-10,1
3.380527509180875e-11,1
3.047574972576175e-11,0
3.508034763163795e-11,0
5.572634296314289e-11,0
3.008161890613021e-11,0
3.116513547874342e-11,1
4.263531427233476e-11,0
5.102182443311521e-09,1
3.930740665582955e-11,0
3.825586325691717e-10,0
3.4438388655968184e-11,0
4.1052276368368244e-11,1
3.450840196919342e-11,0
6.351811580429827e-11,1
4.7338647276074834e-11,0
3.172339663657176e-11,1
4.6242031236052806e-11,1
3.7270441919088276e-11,0
3.229655833276886e-11,1
4.4394703331980184e-11,1
4.6848146213756364e-11,0
1.74670125619605e-11,0
1.654744099717204e-10,0
2.8096077769296306e-11,0
3.272159093899095e-11,0
3.489019320289377e-11,0
3.1760594806812656e-11,0
4.007423085760131e-11,0
3.338507470936665e-11,0
0.07418347863347421,1
3.330701757185326e-11,1
4.602422050285512e-11,1
6.255048400755363e-11,1
3.176043024111208e-11,1
2.9548278505580085e-11,0
4.207524957067191e-10,1
2.7562489164492657e-11,0
3.1461810218477003e-11,1
6.048430344758646e-11,1
4.4159804784763155e-11,0
3.4938688307788745e-11,1
3.500956246025479e-11,0
3.918705982839151e-11,0
9.32693315611304e-11,0
2.7896195146788482e-11,0
1.2392632840421236e-10,0
4.7845228524287706e-11,1
2.970357583971791e-11,0
5.3849142870407594e-11,1
4.8144674453046736e-11,0
2.7228125757551307e-11,0
3.4387782894176073e-11,0
3.998257526028027e-11,1
4.18793071663812e-11,0
3.2160778438231576e-11,1
3.2042311043453435e-11,0
9.745980043615674e-11,0
4.181143502512187e-11,0
7.441433829894589e-11,1
5.89138250806515e-11,0
0.01114985239080059,1
5.6808450289274e-11,0
2.512933108406703e-10,1
2.8497886255136625e-11,0
4.992876353721989e-11,0
0.032099292330877514,0
2.8619025525040845e-11,0
5.0576686804152235e-11,0
8.94961343990543e-10,1
2.9566760883849494e-11,1
4.085650996316591e-11,0
4.407717418411917e-11,0
3.201345010852708e-11,1
4.6843638223474174e-11,0
2.8911379370433225e-11,0
3.3911148251695996e-11,1
3.039565802468139e-11,1
3.0100210468410897e-11,1
6.062371754873992e-11,0
3.3591400252156094e-11,0
1.3775663729737535e-10,1
0.074102089936172,1
3.129657201425908e-11,1
4.756157428998194e-11,0
2.9792746678420416e-11,0
5.4805331708144e-11,0
4.0336813486681984e-11,1
6.863491519704205e-11,0
8.93144713153677e-11,0
4.2350110707660026e-11,0
6.11544263380806e-11,1
2.8732888565198748e-11,0
3.110433833956853e-11,1
3.215688829093824e-11,1
4.9223145196268245e-11,0
2.962213304675944e-11,0
2.7594516451547422e-11,0
4.823851694048185e-11,0
3.289152224113826e-11,1
2.019184711982687e-10,1
4.86752363590278e-11,0
1.84549018637844e-11,1
3.915799243879178e-11,0
6.529507095287233e-11,0
2.7830089405696724e-11,0
2.8181948091042577e-11,0
2.8476951370839036e-11,0
2.8278812029365872e-11,0
5.557661698456507e-11,0
3.1186869915623054e-11,1
5.4465705113682374e-11,1
3.005697432063492e-11,1
3.1423402741375015e-11,1
0.0662537669131175,1
5.951382955823828e-11,0
3.0409479593856004e-11,0
4.3022576286716595e-10,0
2.983405873312425e-11,0
2.962392765912059e-11,0
3.229313018408636e-11,1
3.7706336885803493e-11,0
3.761000231600641e-11,1
2.68459995255731e-10,0
6.801216932692213e-11,1
3.145442959559906e-11,1
4.583319986303015e-11,1
5.7362697420400435e-11,0
3.196064326090986e-11,0
3.9109635781146225e-11,1
6.418707762842094e-11,1
1.8661875746581583e-10,0
4.797782636659505e-11,1
3.0315459268372165e-11,0
9.391602845280926e-11,1
6.510409498878689e-11,1
3.4559531391505794e-11,0
2.6518268394750306e-11,0
2.78872918583451e-11,0
3.933885685733321e-11,0
3.4838933294644665e-11,0
2.770701617208714e-11,0
3.488211043667442e-11,1
9.174818223229923e-11,1
2.8547023891040534e-11,0
4.227656031751061e-11,1
3.3096922263025684e-11,1
6.502718067617262e-11,1
2.59731117846266e-10,1
1.8976777320510091e-10,0
3.201519284942237e-11,0
2.940617704255928e-10,0
6.156454481254474e-11,1
3.179214784315024e-11,0
2.7469318279043952e-11,0
3.546808146680942e-11,0
8.624785433778799e-11,1
3.125611040994202e-11,1
3.189928576217878e-11,0
3.4985148301270343e-11,1
3.418348709010899e-11,1
4.1814644477996516e-11,1
3.150038773166774e-11,0
3.179170319727462e-11,0
1.5451120726788112e-10,1
2.7406802784914075e-11,0
4.123431241918129e-11,0
4.3561476483716955e-11,0
3.3177601957786156e-11,1
6.268026196915369e-11,0
3.706685438708891e-11,1
4.909422139409074e-11,0
3.3496713127649436e-11,0
2.9851995963547954e-11,0
3.1646287550837235e-11,0
7.198809321903106e-11,1
2.988471052177542e-11,0
3.693031283523655e-11,0
5.399928672788636e-11,1
2.83598119210239e-11,0
2.3006838841206e-09,1
2.7665275492590872e-11,0
2.2240159545127278e-10,0
2.715869026372056e-11,0
2.1890859903759672e-10,0
3.140234405409251e-11,0
2.885005824744604e-11,0
6.778655828939262e-11,0
1.478011222767394e-10,0
5.18680318432517e-11,1
3.4035415811552866e-11,1
3.176332080864464e-11,1
3.5401006824219733e-11,0
3.2230910617160815e-11,0
1.3607443685728045e-10,0
3.0957913202102673e-11,1
3.575345641923209e-11,0
2.588287550679382e-11,0
3.367577124383561e-11,1
1.8454901863784418e-11,1
4.4337737786638905e-11,0
3.4825589127975217e-11,0
3.3930853670110654e-11,1
1.4500223910181254e-10,0
2.620170472376354e-11,0
4.5319785712689503e-07,0
6.925186476353835e-10,1
3.023461995809281e-11,0
1.5848603028606246e-10,1
8.727468319249539e-11,1
4.1396277223187433e-11,0
2.965158526213775e-11,0
2.8080069564906045e-11,0
3.7643138119558076e-11,0
5.86128839002095e-11,0
5.396145604005451e-10,0
4.510800176816734e-11,0
5.956079453408269e-11,1
4.1534234703741606e-11,0
4.577473637798522e-11,0
4.1331300793917045e-11,0
3.121861937162752e-11,1
1.8454901863784418e-11,1
3.9589507717276455e-11,0
4.704545326201926e-11,0
3.517496341630633e-11,0
3.025398141683051e-11,1
3.55651527697746e-11,1
4.7097886376469386e-11,0
1.4704278343294933e-10,0
3.323878227385489e-11,1
3.291005170140923e-11,1
3.805312193528287e-11,0
6.165396017900883e-11,1
7.139105343661028e-11,1
3.2092604848503655e-11,1
5.3070862073121355e-11,1
5.858122918141796e-11,0
3.562179731390311e-11,1
3.15438192981762e-11,1
5.607763047289751e-10,0
3.77699685298733e-11,0
5.849344661235721e-11,0
1.9218476145489266e-09,0
3.7958667572647096e-10,0
3.064846185282154e-11,0
2.8675607807373112e-11,0
3.0360597950392895e-11,1
7.262269052013084e-10,0
2.8195038943652475e-11,0
3.053752002967646e-11,0
3.4709276097774556e-11,0
2.9672763614090516e-11,0
4.638978838403112e-11,0
3.783267159585462e-11,1
3.471546021875811e-11,1
3.694010869365218e-11,1
2.0830156984675736e-10,0
1.3612045427717556e-10,1
3.754883097503362e-11,1
5.904865287175974e-11,1
3.0915947048792646e-11,1
3.111541308221323e-11,0
3.2008321482935644e-11,0
3.2083969162286527e-11,0
3.5600506471038627e-11,1
3.215589128603783e-11,0
0.07174351311011401,0
3.37343963680309e-11,1
2.5653944271171394e-11,1
4.758817693357966e-11,0
5.910049658453695e-11,0
3.494080521195186e-11,0
5.79869114518518e-11,0
3.216603281988526e-11,0
2.6683613766735672e-11,0
2.5686017619255685e-11,0
4.877514823315361e-11,0
5.935223895104334e-11,0
3.5131405045923836e-11,1
4.666174541837979e-11,1
3.51656977348591e-11,0
2.6979785452433127e-11,0
3.122941142061932e-11,0
3.0854341039598015e-11,0
3.76329771128067e-11,1
4.2374605893516336e-11,1
8.529943904833964e-09,0
6.979545093397868e-10,0
3.8723743083822514e-11,0
5.450928847854138e-11,1
6.107634797660269e-11,1
3.767445747842812e-11,0
3.250683891861651e-11,0
3.167687189469188e-11,1
3.158667590912505e-11,0
3.2651095342205586e-11,0
6.05391320533243e-11,1
6.603361705850692e-11,1
5.649916926736898e-11,0
3.426384973169412e-11,1
3.531700406999402e-11,0
4.382593893633615e-11,1
3.75801476712153e-10,0
5.785538012456414e-11,1
0.03680568518355386,1
3.156465697236663e-11,1
3.0609668947179355e-11,0
2.5338001297146214e-11,0
3.0911316347933004e-11,1
2.9858946818308545e-11,0
2.7601914201263267e-11,0
2.867472334640411e-11,0
2.473486556644206e-10,0
3.0756989628983355e-11,0
2.8900638995258438e-11,0
6.178502691500189e-10,0
2.6934274785449185e-11,0
7.47266531702002e-11,0
3.23600045525426e-11,1
2.9911191559753624e-11,0
7.983113133479511e-11,0
2.6234159739582614e-10,0
6.19710654064518e-11,0
2.6089991990512973e-10,0
6.294744901301218e-11,1
2.8836873801988696e-11,0
6.97796896125436e-11,1
3.378006633510708e-11,0
4.894173482414506e-11,0
2.873146279253778e-11,0
2.722745856221653e-11,0
1.5634172609905333e-10,0
3.9266247272991234e-11,0
3.414786986395881e-11,0
2.8204403851478784e-11,0
4.8962393825644826e-11,0
3.3171707001209653e-10,1
4.048274711135162e-10,0
6.5771870740653384e-09,1
0.04725287916202755,0
1.9600457585886435e-10,0
7.491814679761317e-11,1
3.119231394168107e-10,1
3.6473472962137326e-11,0
3.984595519615501e-11,1
3.7793192837363555e-11,0
3.8901404045227185e-11,1
2.7436558613711315e-11,0
3.850397469949176e-11,1
7.140980313415939e-11,1
5.095878831168982e-11,1
3.208784921315849e-11,1
6.323548128397683e-11,0
2.8159473230650033e-11,0
4.335123210015794e-11,1
7.001251827138326e-11,1
3.185760190503282e-11,1
3.956327295963856e-11,0
3.025734145371173e-11,0
6.782172358238366e-11,1
5.7467407394496275e-11,1
3.9821758080844075e-11,1
3.621478192309118e-11,0
5.291419675431835e-11,0
4.188100994996809e-11,0
3.5357212748272934e-11,0
3.0386244946137645e-11,1
3.016392402746599e-11,0
4.963096847808801e-11,1
2.955778898790621e-11,1
6.56335912773965e-11,0
4.134499672060918e-11,0
7.987946469074595e-11,0
5.66980012928489e-11,1
4.1439617013309756e-11,0
3.0217762208663697e-11,0
3.9766487338680115e-10,0
4.5529420784343156e-11,1
4.993883923374005e-11,0
2.87012746108666e-11,0
3.662134961178037e-11,1
3.195657421289901e-11,1
3.290456744940554e-11,0
3.828917130666398e-10,0
3.547079568688378e-11,0
2.8752489972981538e-11,1
2.3249108413446694e-10,0
3.112675216583716e-11,1
4.285873858161841e-11,0
2.940922738084135e-10,1
3.1528045760699394e-10,0
3.5698878708883706e-11,0
3.445382335913619e-11,0
4.895153367815015e-11,0
2.5066314410615673e-11,0
3.028689463550233e-11,1
4.4225681476660986e-11,1
4.4602076265461054e-11,1
3.781806614595064e-11,1
3.406311671537141e-11,1
3.483261620621361e-11,1
3.633150411747294e-11,1
2.6332151743911664e-11,0
3.0612051181044296e-11,0
3.1959117984842264e-11,0
2.6843347005156984e-11,0
9.509784299389662e-11,0
4.411487653947066e-11,0
5.823712688211877e-11,1
0.02435804752502152,0
4.042306072475439e-11,0
3.2150045028053e-11,0
0.13100662865303883,1
9.098666501432052e-11,0
3.263278030274998e-08,0
3.415955336202767e-11,1
3.412281063183871e-11,1
3.215962302046476e-11,0
3.8253942433830793e-11,0
3.1177307775498606e-11,1
0.13769846905015073,1
3.592793569816407e-11,1
2.9063971943046356e-11,1
3.117740165794334e-11,0
1.3721015830151735e-10,0
2.3220659443955804e-10,0
3.067077734204476e-11,1
2.956936847689068e-11,0
3.3892155684917595e-11,0
3.210639934685823e-11,0
3.7830492777162985e-11,0
6.00815397773875e-11,0
3.2710331531753897e-11,1
4.51619400370133e-11,0
4.832623192594511e-11,1
6.576395959694628e-11,0
2.9475677152355686e-11,0
1.0025229263425456e-10,1
4.80058546577303e-11,1
3.129719785236586e-11,0
3.14637849402218e-11,1
4.032803025806342e-11,0
3.5873734888838176e-11,0
3.0921382092036766e-11,0
3.013183763597048e-11,1
6.65917936641757e-11,0
3.511630005403312e-11,1
3.3194347147887556e-11,0
0.09965172601246043,1
5.256219325314029e-11,0
4.306774360158771e-11,0
2.973164799230939e-11,0
4.001214739897961e-11,1
1.3150447042305438e-10,1
4.7766429795542887e-11,0
4.366045007068516e-11,1
2.818356584337824e-11,0
2.9026180936470624e-11,0
3.393755196081472e-11,0
4.4765182205624746e-11,1
2.966440656972776e-11,0
2.138962416405621e-10,0
2.6358748133035543e-11,0
3.2606519329821174e-11,0
3.2426474018720634e-11,1
3.6694679926560286e-11,0
4.274572291533627e-11,0
3.967600854487855e-11,0
3.0653170222645355e-11,1
2.873254049559482e-11,1
3.014929579085796e-11,0
4.6449787633214855e-11,1
1.5580626510739918e-10,0
2.9161369963722077e-11,0
4.207231643701895e-11,1
3.637571257148995e-11,0
2.536801397821676e-10,0
4.6310944260087726e-11,0
6.149533444289441e-11,0
2.7389253046260286e-11,0
3.0196027871678125e-11,0
1.8494755818210185e-11,1
4.482328995516956e-11,1
3.657958335484687e-11,1
5.4467707296956303e-11,0
3.5264823068587265e-11,1
3.131327593488465e-11,1
3.320685732049611e-11,0
5.5877969078431976e-11,1
2.9007054173124586e-11,0
2.990218263556047e-11,0
2.4568672413447863e-10,0
2.8977243006529468e-11,0
5.323179223022219e-10,0
3.465359908122982e-11,1
5.18773692261862e-11,0
4.317578966151319e-11,1
5.360832834807708e-11,0
3.1547908268303073e-11,1
4.2866196288423544e-11,0
3.3865125478015273e-11,0
3.238483347078447e-11,0
1.0992417250347851e-10,1
2.6894195672440735e-11,0
3.4240009464872313e-11,1
3.228295428640805e-11,0
4.700322027117323e-11,0
3.360774468444471e-11,1
4.446045192956239e-11,0
2.8104729727354622e-11,0
3.076598810369631e-11,0
5.4304440154504323e-11,0
2.878066963663671e-11,0
3.0068655334338027e-11,0
3.754491403645145e-11,1
5.420476873873534e-11,0
3.656925373125711e-11,0
2.8942514878261626e-11,0
3.057260119338136e-11,1
0.00876846527088106,0
4.2064982852764044e-11,0
5.550665351952953e-11,0
5.902261566824703e-11,0
3.027380831301251e-11,0
7.437122789014533e-11,1
2.7431275639560338e-11,0
3.8589315273862516e-11,0
2.796104492850192e-10,1
3.213899862853628e-11,1
5.757926660971126e-11,0
7.99233281881495e-11,1
1.680010114450317e-08,1
2.982846866446873e-11,0
5.564040561003538e-11,0
4.253855763783259e-11,0
3.882102975980851e-11,1
3.689607909842141e-11,0
2.9584943084861616e-11,0
3.887073597808313e-11,0
2.5875724997133512e-11,1
3.192600909625649e-11,0
4.1930796069579246e-11,0
6.199978462713184e-11,1
3.968663625912422e-11,0
6.702246696393694e-11,0
4.605302745835455e-11,0
4.679860003156905e-11,0
1.2028572633718576e-10,0
2.7902997303729635e-11,0
4.628221174767184e-11,0
3.269211776741293e-11,1
1.3246726732349787e-10,1
3.138172111848318e-11,1
6.478799036103067e-11,0
3.080822948542091e-11,0
2.5954003424087886e-11,0
2.665115081414312e-11,0
3.854437759527742e-11,0
3.796736232694143e-11,0
3.345380951598116e-11,1
1.696394767447165e-10,0
3.365936082153997e-11,1
