h,race
1.4355811586236288e-11,0
7.843450120651169e-11,1
1.89974625649785e-11,1
5.3243969745145e-11,1
3.995134638553143e-12,1
4.114201850459372e-12,1
2.0081788307350432e-11,0
4.3694343205428e-11,1
2.3452605681667744e-11,0
3.574511736575177e-12,1
3.774401432876656e-12,1
1.3868164369793332e-11,1
3.5480491106527158e-12,0
3.866660902526873e-11,1
3.6720121468347185e-12,1
3.6228741705588194e-11,1
1.519048316400826e-11,0
2.8935244633989485e-11,1
4.114201850459372e-12,1
9.890747654843109e-11,0
4.239618905835297e-12,1
1.648833641834854e-11,0
3.855987264974675e-11,1
4.296424212809515e-12,0
4.371863615180405e-12,1
2.0068745536082734e-11,0
3.4602896590183465e-12,0
2.7249392335410647e-11,0
3.6398175448878335e-12,0
1.9530295677232463e-11,0
1.3790609945386289e-11,0
1.5520088577989808e-11,0
2.326816931497184e-11,0
3.5480491106527158e-12,0
1.3439561036682285e-11,1
3.120860383788966e-11,1
4.778345249210391e-11,1
2.2695511777672877e-11,0
3.6398175448878335e-12,0
3.5480491106527158e-12,0
2.8770643312705573e-11,1
1.7377458678625694e-11,0
8.265054835311206e-11,1
1.4319916431689443e-11,1
3.5480491106527158e-12,0
5.673599229870929e-11,1
3.6398175448878335e-12,0
7.265678854832573e-11,1
1.2341672162575475e-11,1
3.4602896590183465e-12,0
3.35809193879746e-11,1
2.953204165929578e-11,1
3.774401432876656e-12,1
4.268039608528158e-11,1
1.761558516683612e-11,1
4.418940242405881e-11,1
5.512017934208168e-11,1
1.3675453283792356e-11,1
3.881994280306449e-12,1
3.9424705360899775e-12,0
9.861226990027752e-11,1
3.3930387353254176e-12,1
7.0990499588293e-11,1
3.6720121468347185e-12,1
1.2844344598235945e-11,1
1.9109394314819912e-11,0
3.013107367347161e-11,0
2.7870085546592962e-11,1
3.5480491106527158e-12,0
1.5654466701342742e-11,0
3.4816101955915614e-12,1
1.3942129223572263e-11,0
7.074106842272494e-10,0
2.7337212421373736e-11,0
2.4228803754157125e-11,0
3.3930387353254176e-12,1
1.3920175598589061e-11,1
1.502295020853613e-11,1
2.347641072823814e-11,1
2.9375371501449944e-11,1
1.7522286422946006e-11,1
3.881994280306449e-12,1
1.4893203561734892e-10,0
1.388119048366355e-11,0
3.881994280306449e-12,1
3.4602896590183465e-12,0
1.3604951649392908e-11,0
3.736483646339502e-11,1
2.2972154647990495e-11,1
3.4602896590183465e-12,0
3.774401432876656e-12,1
4.114201850459372e-12,1
1.3739511664650479e-11,1
3.836636429751128e-12,0
1.299404964887162e-11,1
1.7920033633507663e-11,0
2.5029708928411318e-11,0
6.599608746248238e-11,1
4.239618905835297e-12,1
3.735894831553248e-12,0
6.503443294789124e-11,1
3.579361348769741e-11,1
1.6292543101395784e-11,0
7.651246980871939e-11,0
3.574511736575177e-12,1
1.3115806915420765e-11,1
5.2694813908614296e-11,1
3.6720121468347185e-12,1
1.3927263179517946e-11,0
3.6398175448878335e-12,0
2.068814781513181e-11,0
5.153252010100916e-11,1
1.4461004076360119e-11,0
9.722326150965006e-11,1
1.4383472427780351e-11,1
1.834563179295516e-11,0
3.289818363126544e-11,1
2.1996697794334916e-11,0
8.190998577263785e-11,0
3.3930387353254176e-12,1
1.2886637605096757e-11,1
1.8234291478693996e-11,0
4.459388164760964e-11,1
2.9120754556635555e-11,1
3.4602896590183465e-12,0
5.225413093968692e-11,1
3.774401432876656e-12,1
2.1566176320086778e-11,1
3.4602896590183465e-12,0
3.4602896590183465e-12,0
3.5480491106527158e-12,0
3.735894831553248e-12,0
1.2567954885733956e-11,1
1.8010478442588026e-11,0
2.9793227159379535e-11,1
3.881994280306449e-12,1
5.880785726049627e-11,1
1.2746467245527172e-11,1
4.349162456075779e-11,1
4.617899525846749e-11,1
2.95862249118411e-11,1
1.5892671642354643e-11,1
2.3498529674204664e-11,1
3.3930387353254176e-12,1
3.4602896590183465e-12,0
1.9843322743187214e-11,0
1.645751887800753e-11,1
1.420767156353879e-11,0
5.7483214443269985e-11,1
2.253030021838523e-11,0
1.6145124729652887e-11,0
3.4816101955915614e-12,1
3.6720121468347185e-12,1
3.4816101955915614e-12,1
9.938355612448061e-11,0
1.464670997381691e-11,0
4.893166058132108e-11,1
6.618203632689465e-11,1
1.408849517572419e-11,0
3.2373814176503785e-11,1
2.4443545886885368e-11,0
3.574511736575177e-12,1
5.3409160226479027e-11,0
2.970736475370524e-11,1
2.365337317197568e-11,1
1.6925147968182492e-11,0
2.302425972322472e-11,0
3.696235449961728e-11,0
1.4495408648643796e-11,0
4.239618905835297e-12,1
3.329558946170459e-11,0
1.3744911126235171e-11,1
1.2666434767658085e-11,1
3.836636429751128e-12,0
3.574511736575177e-12,1
3.570356586141411e-11,1
2.416451840923045e-11,1
3.5480491106527158e-12,0
3.6720121468347185e-12,1
3.6720121468347185e-12,1
4.371863615180405e-12,1
2.4153461122721087e-11,0
3.3930387353254176e-12,1
3.5480491106527158e-12,0
4.979911252739138e-11,1
3.3398879287382243e-11,1
3.9919011003562797e-11,1
3.3930387353254176e-12,1
1.8142863292964467e-11,1
3.181858572968746e-11,1
1.3893278140327863e-11,1
3.836636429751128e-12,0
3.0345575528611944e-11,0
3.5253733988643306e-11,1
7.487221448865385e-11,1
3.6398175448878335e-12,0
1.9437049828166872e-11,0
3.574511736575177e-12,1
6.28631186066266e-11,0
1.4118618306750073e-11,1
2.671410719504523e-11,1
2.2097600198218364e-11,1
1.2564096552223593e-11,1
1.333353429307097e-11,1
1.5055991202466307e-11,0
1.8409090565504248e-11,1
1.3569910009987903e-11,0
2.234174008824718e-11,1
1.4163133608125197e-11,0
3.5480491106527158e-12,0
3.566362024049642e-11,0
2.0047948465464133e-11,0
5.310636428798579e-11,1
3.8303240367358266e-11,1
1.987989707127322e-11,0
7.589930157448824e-11,0
2.1996389796602348e-11,1
3.6720121468347185e-12,1
1.7217256266721256e-11,1
3.836636429751128e-12,0
1.8101139937914473e-11,1
1.204148934734156e-11,1
1.5438126016235628e-11,1
3.6398175448878335e-12,0
1.719367026245462e-11,0
1.9281630027477797e-11,0
1.7886065981833856e-11,0
3.881994280306449e-12,1
3.044274972803146e-11,1
2.2464625867468703e-11,0
2.016384443710777e-11,1
3.4104430528776404e-11,1
1.3941232095248994e-11,0
4.114201850459372e-12,1
1.697650433147025e-11,0
3.3930387353254176e-12,1
1.575723164234092e-11,1
3.3930387353254176e-12,1
1.3735439446520798e-11,0
3.6398175448878335e-12,0
1.5990056735611594e-11,0
1.8252979180762874e-11,1
1.3497225488619639e-11,1
4.371863615180405e-12,1
3.720597311511848e-11,1
2.9675584553902922e-09,0
3.774401432876656e-12,1
1.37136800253173e-11,0
1.3762035895246966e-11,0
3.9424705360899775e-12,0
1.6164976585352414e-11,1
5.390588945864079e-11,1
2.0005799030919878e-11,0
3.8682673513080677e-11,1
1.3342038913313794e-11,0
4.066564619470692e-11,1
2.2819921366547335e-11,0
5.1987606036095183e-11,1
3.574511736575177e-12,1
3.2970615100343164e-11,0
3.4602896590183465e-12,0
1.747734294943063e-11,0
2.9027516846658392e-11,1
2.038644628245926e-11,0
2.247812712869991e-11,0
3.861248742112386e-11,1
3.6398175448878335e-12,0
3.574511736575177e-12,1
2.222651668724111e-11,1
1.239788417178326e-11,1
3.231213544272489e-11,1
4.239618905835297e-12,1
2.9222282500739816e-11,0
2.3713496958468012e-11,1
1.3933328765298855e-11,1
5.234570342408936e-11,1
2.326663366768098e-11,1
3.574511736575177e-12,1
1.3198920547134605e-11,0
1.2552070210527972e-10,1
3.9424705360899775e-12,0
3.4602896590183465e-12,0
1.7059575329258646e-11,0
2.7638963287668114e-11,0
8.029635317873141e-11,1
3.735894831553248e-12,0
3.774401432876656e-12,1
2.628993496642878e-11,1
3.5480491106527158e-12,0
2.3052198925828013e-11,0
2.0207484296132752e-11,1
1.7324008164671185e-11,1
3.4602896590183465e-12,0
4.371863615180405e-12,1
1.3769359704751897e-11,0
2.0375896221173217e-11,0
3.574511736575177e-12,1
5.017198858441048e-11,1
2.9911537819952403e-11,1
3.9424705360899775e-12,0
4.7141108200435735e-11,0
1.24153816750317e-11,1
3.4816101955915614e-12,1
3.813477784569309e-11,1
2.2583009049000266e-11,1
3.4602896590183465e-12,0
3.4602896590183465e-12,0
3.5480491106527158e-12,0
3.4602896590183465e-12,0
1.5455728960424274e-11,1
3.4378117444388315e-11,0
3.0118390125642205e-11,1
3.4602896590183465e-12,0
1.737751992476159e-11,1
2.2115572290983392e-11,0
1.2969655315374389e-11,1
1.63233317333178e-11,1
1.8260300680524277e-11,0
3.84907837677663e-11,1
1.8706051148077115e-11,1
3.5480491106527158e-12,0
4.274128265366539e-11,1
3.620115832092704e-11,0
4.971949380252058e-11,1
1.7457709220160194e-11,0
6.954065915125446e-11,0
2.0769600002260095e-11,1
3.042203667618055e-11,1
3.3930387353254176e-12,1
1.800586895902314e-11,1
4.0157823976214794e-11,0
1.5568209223269167e-11,1
3.4602896590183465e-12,0
3.4816101955915614e-12,1
3.570714786293015e-11,1
4.8046634426274423e-11,1
3.6398175448878335e-12,0
9.271865702514803e-11,0
3.995134638553143e-12,1
2.153873661337105e-11,1
4.34378307108471e-11,1
3.995134638553143e-12,1
3.4602896590183465e-12,0
1.4631554027840784e-11,0
3.5480491106527158e-12,0
3.4602896590183465e-12,0
2.113769795992835e-11,0
1.5094469311189083e-11,1
3.211379364602841e-11,1
1.3614598706904855e-11,0
1.4164494152279402e-11,1
1.4430352041424383e-11,1
3.881994280306449e-12,1
3.286629842638584e-11,1
3.9424705360899775e-12,0
3.4602896590183465e-12,0
3.995134638553143e-12,1
3.4816101955915614e-12,1
1.4729544453132876e-11,0
2.25605998268637e-11,1
3.5480491106527158e-12,0
1.6730386075353947e-11,0
3.4602896590183465e-12,0
1.4460750793165675e-11,0
3.3930387353254176e-12,1
1.5428679526249665e-11,1
1.934617007039615e-11,1
3.836636429751128e-12,0
2.366153709134944e-11,1
3.995134638553143e-12,1
3.334421332856032e-11,0
1.3920785738272854e-11,0
6.408872583609294e-11,1
2.7609310399488348e-11,1
2.7462286086112577e-11,1
3.735894831553248e-12,0
2.2369208224933596e-11,1
3.4602896590183465e-12,0
1.740789447480714e-11,1
4.171634855993822e-12,0
1.3759316685328815e-11,0
1.5351011040669423e-11,0
3.881994280306449e-12,1
7.782240601373417e-11,1
1.538310362490631e-11,0
2.5950913527548924e-10,0
3.4602896590183465e-12,0
3.836636429751128e-12,0
3.4602896590183465e-12,0
3.4602896590183465e-12,0
1.256700001171152e-11,1
1.8065254080439388e-11,1
7.486023010881714e-11,1
3.574511736575177e-12,1
1.3938725815548114e-11,1
1.4055582919859173e-11,0
2.3905192859485587e-11,0
1.9980058280066333e-11,0
3.4816101955915614e-12,1
1.286509100398449e-11,1
1.544433243869383e-11,1
3.4602896590183465e-12,0
3.6399332727236793e-11,1
3.4602896590183465e-12,0
1.3523064120809958e-11,1
1.438388685169975e-10,1
1.390572454594834e-11,0
3.88412816974785e-11,1
3.4811336101441556e-11,1
2.2960338145188714e-11,1
2.3032987477989408e-11,1
2.3345982518175562e-11,0
1.8877513034550125e-11,0
1.691852544601673e-11,1
1.716902857692832e-11,0
3.4602896590183465e-12,0
4.239618905835297e-12,1
8.044589583242991e-11,1
1.3742068638215383e-11,0
1.2945076895014569e-11,1
1.5545197712035207e-11,1
1.2573800441634729e-11,1
3.881994280306449e-12,1
4.857587248457266e-11,1
3.5073809286603274e-11,1
3.4602896590183465e-12,0
4.876966377105507e-11,1
3.3930387353254176e-12,1
2.3148217249267705e-11,1
3.836636429751128e-12,0
3.4816101955915614e-12,1
3.168449622880379e-11,1
7.418673804094015e-11,1
1.7900145299890386e-11,1
1.3770617870975891e-11,0
1.5695313569647694e-11,0
1.3881589934036952e-11,1
3.4602896590183465e-12,0
3.5895087276404826e-11,0
3.4602896590183465e-12,0
3.4602896590183465e-12,0
1.4360023109444717e-11,0
2.0858389100114587e-11,1
1.6319838464841362e-11,0
1.3064853153294584e-11,1
7.392504148908913e-11,0
7.091201975329442e-11,0
4.296424212809515e-12,0
1.4235003791010221e-11,1
2.5008225001195653e-11,1
1.569727297074504e-11,0
1.893119040328688e-11,0
3.735894831553248e-12,0
7.413785387164212e-11,0
1.984746780002052e-11,0
1.279298002982839e-11,1
1.7199087517933756e-11,1
5.142202955329521e-11,1
3.4602896590183465e-12,0
2.133354188004929e-11,1
2.939986243105699e-11,1
1.787414531967869e-11,0
2.24636218119866e-11,1
4.371863615180405e-12,1
3.836636429751128e-12,0
1.4231366266348482e-11,0
1.4525592081457136e-11,0
1.523261944033161e-11,0
3.3930387353254176e-12,1
3.6398175448878335e-12,0
1.4930743270030047e-11,0
2.306782904689789e-11,0
3.4816101955915614e-12,1
3.3706358212565646e-11,1
3.8587753438351526e-11,1
2.627918945060316e-11,0
1.3930046231321108e-11,1
3.4602896590183465e-12,0
3.574511736575177e-12,1
1.7187576507326882e-11,1
6.524440678793528e-11,1
3.310238426383323e-11,1
1.997321607402746e-11,1
1.6158239920926565e-11,0
1.522065232834813e-11,0
3.343301625163689e-11,0
3.4602896590183465e-12,0
3.548002567739862e-11,1
1.3810741006016497e-11,1
3.836636429751128e-12,0
2.015981604095415e-11,1
3.6720121468347185e-12,1
1.964993035909003e-11,0
1.499571876927271e-11,0
8.077328840183004e-11,0
2.0034355201532305e-11,0
3.3930387353254176e-12,1
3.574511736575177e-12,1
3.4816101955915614e-12,1
1.742179324840894e-11,1
3.4602896590183465e-12,0
3.6398175448878335e-12,0
2.2230679626291437e-11,0
3.6398175448878335e-12,0
3.574511736575177e-12,1
2.989962173170682e-11,1
1.422351065697162e-10,0
2.6985802888326148e-11,1
2.1347252651237354e-10,0
1.707137276162322e-11,0
2.7745200783572274e-11,1
1.6476373574982498e-10,0
0.16304276188368746,0
3.4602896590183465e-12,0
3.4602896590183465e-12,0
3.6720121468347185e-12,1
1.3783603790691282e-11,0
4.7916600851151896e-11,1
3.9424705360899775e-12,0
3.574511736575177e-12,1
3.4602896590183465e-12,0
3.5480491106527158e-12,0
2.0120642699108904e-11,1
2.189970806577078e-11,1
1.558494147446233e-11,1
2.4540548355286852e-11,1
2.3336354046855806e-11,1
1.5521947852992824e-11,1
3.774401432876656e-12,1
1.3712132050885208e-11,0
2.807544731810018e-11,1
3.574511736575177e-12,1
1.2820204144713585e-11,1
2.7955537691261094e-11,0
3.4274097191991795e-11,1
1.550093999087998e-11,1
3.774401432876656e-12,1
3.6398175448878335e-12,0
1.9330838548674828e-11,0
1.535278287359935e-11,0
3.735894831553248e-12,0
4.1684603328422116e-11,0
1.60577687375278e-11,1
1.3608796050544096e-11,1
1.5825318444539172e-11,0
1.3923355105021119e-11,1
3.4602896590183465e-12,0
3.995134638553143e-12,1
3.574511736575177e-12,1
3.4602896590183465e-12,0
2.8142765000213825e-11,1
3.4602896590183465e-12,0
1.5563050554988065e-11,0
3.061773723400829e-11,0
3.4602896590183465e-12,0
1.4107484479041758e-11,0
2.4448061085425206e-11,1
3.6398175448878335e-12,0
2.049398497043295e-11,0
9.135808935227185e-10,1
3.1928510309535056e-11,0
4.635017890127041e-11,0
3.339898943920758e-11,1
6.214326703002347e-11,1
3.574511736575177e-12,1
3.548007509700068e-11,0
1.3828397410631776e-11,1
3.836636429751128e-12,0
2.6786215932515615e-11,1
3.5480491106527158e-12,0
3.574511736575177e-12,1
1.656075541521813e-11,1
3.8135966439286357e-11,1
3.603594578188709e-11,1
1.9115890930050894e-11,1
1.4133622287477897e-11,1
4.371863615180405e-12,1
3.3930387353254176e-12,1
3.995134638553143e-12,1
2.6140505688174042e-11,0
3.4602896590183465e-12,0
1.4235728649904392e-11,0
3.249651811220967e-11,1
3.4602896590183465e-12,0
3.4602896590183465e-12,0
2.148874776701705e-11,0
4.114201850459372e-12,1
6.572344728651823e-11,0
1.9996031958492305e-11,1
3.4602896590183465e-12,0
3.4602896590183465e-12,0
3.4602896590183465e-12,0
1.3757318338798649e-11,1
3.735894831553248e-12,0
1.6999209189185006e-11,0
1.4836108835180748e-11,0
3.574511736575177e-12,1
1.581147864259558e-11,1
2.684278976320333e-10,0
1.9656442408026946e-11,1
7.110251397253118e-09,0
9.52772679819484e-11,1
3.3930387353254176e-12,1
3.3930387353254176e-12,1
2.2283391327934855e-11,1
2.536203829071585e-11,1
4.371863615180405e-12,1
7.21293830440873e-11,1
3.8093949793979566e-11,0
8.428126948992174e-11,0
2.2882037205185937e-11,0
2.370336549787085e-11,0
1.2246683640584772e-11,1
3.735894831553248e-12,0
4.239618905835297e-12,1
3.6398175448878335e-12,0
2.3522326814687628e-11,1
1.4824097153718298e-11,1
1.2913021634613424e-11,1
1.96830119601614e-11,0
3.574511736575177e-12,1
2.110016428306944e-11,1
3.549542950189169e-11,1
1.4028040299306884e-11,1
1.235256607709444e-10,0
1.3773971831231601e-11,0
1.6585279924880995e-11,1
1.8912104884549367e-11,0
1.8788452152143093e-11,0
3.4064467187434516e-11,1
3.881994280306449e-12,1
2.7851935345152683e-11,0
2.4619311029856562e-11,1
3.881994280306449e-12,1
1.605939659605103e-11,0
3.5720825995033607e-11,1
1.7177182849498218e-11,1
1.3004656906613463e-11,1
2.9166196677989376e-11,1
3.4602896590183465e-12,0
1.1717147349308178e-10,1
4.6059994582245994e-11,1
3.995134638553143e-12,1
5.782918191174347e-11,1
1.3660371241322697e-11,1
1.752352951120729e-11,1
1.5834175836479753e-11,1
1.4413324841852123e-11,0
2.180461553187248e-11,0
1.3344726765417169e-11,1
3.774401432876656e-12,1
1.749282421319884e-11,1
2.201381078282735e-11,0
1.585914843890573e-11,1
3.3930387353254176e-12,1
1.6566931646834288e-11,0
1.3900200279650797e-11,1
3.995134638553143e-12,1
6.616709267875283e-11,1
4.0133316963006845e-11,1
3.836636429751128e-12,0
1.9781378153451816e-11,0
3.5480491106527158e-12,0
1.095393332319053e-10,0
1.7902318205213727e-11,1
6.990068142329546e-11,1
1.3680426513996824e-11,0
3.6720121468347185e-12,1
3.4602896590183465e-12,0
4.609946018126525e-11,1
1.388103112594875e-11,1
3.4816101955915614e-12,1
2.913993198711669e-11,1
2.0211810268153878e-11,1
3.620208846914878e-11,1
1.6784444823613024e-11,0
3.6867486391128185e-11,1
3.4602896590183465e-12,0
3.4816101955915614e-12,1
1.4289233233331818e-11,1
1.7449758354963025e-11,1
2.362576205445621e-11,1
5.916977502459944e-11,1
3.4854697626234956e-11,1
2.8887960637502587e-11,0
2.6313102113129025e-11,1
1.7805374535520693e-11,1
2.3740449414771075e-11,1
1.2537084549259793e-11,1
1.285211448274102e-11,1
1.6180458797628165e-11,1
2.2616015397217473e-11,1
3.4602896590183465e-12,0
4.114201850459372e-12,1
1.5842506515406155e-11,0
1.6260941545876365e-11,0
1.3680854516431384e-11,0
2.3658146683340132e-11,1
1.4123511191573761e-11,0
1.2420661585584011e-11,1
3.080474449352823e-11,1
2.076232942355149e-11,1
4.8340366897114884e-11,0
2.071775477864306e-11,1
3.3930387353254176e-12,1
1.877652400163311e-11,0
2.96486301905035e-11,1
8.787265979651542e-11,1
1.2812113876060436e-11,1
3.774401432876656e-12,1
1.4578638677891587e-11,0
1.3869395986834605e-11,0
3.4602896590183465e-12,0
3.6398175448878335e-12,0
1.5752127672589775e-11,0
3.5480491106527158e-12,0
5.3816407757301094e-11,1
1.3963642936098594e-11,0
3.5480491106527158e-12,0
3.6398175448878335e-12,0
7.788679164472997e-11,1
3.0719663951666e-11,1
4.114201850459372e-12,1
1.8673883783532742e-11,0
3.4602896590183465e-12,0
2.056960685048813e-11,0
2.3526033939488898e-11,1
1.8985696763459976e-11,1
4.371863615180405e-12,1
2.534992149231622e-11,1
1.6746015486978304e-11,1
1.4299262929188584e-11,0
4.6044247099670804e-11,1
4.0309978268635164e-11,1
1.4286067253502465e-11,1
3.574511736575177e-12,1
4.9600449381523586e-11,1
2.805780143787096e-11,1
3.4816101955915614e-12,1
2.3447366179191925e-11,0
2.8147165126238815e-11,0
9.023638400731986e-11,1
1.3920514426435056e-11,0
1.549511695609477e-11,1
4.179582441961881e-11,1
3.6398175448878335e-12,0
3.774401432876656e-12,1
4.239618905835297e-12,1
1.798590918204736e-11,1
1.2592746291570378e-11,1
4.475612813241592e-11,1
1.8465528754532382e-11,1
2.1716238308175427e-11,1
3.774401432876656e-12,1
2.4168809906094806e-11,1
2.7280450845406565e-11,1
1.458823283618452e-11,1
3.574511736575177e-12,1
6.505305399807999e-11,1
4.382176767330408e-11,0
4.307097158398206e-11,1
1.3732676154314481e-11,1
1.547594793504453e-11,0
3.3930387353254176e-12,1
3.995134638553143e-12,1
3.373134088716955e-11,1
3.058766124213012e-11,1
2.3912940972749662e-11,1
4.239618905835297e-12,1
3.574511736575177e-12,1
3.735894831553248e-12,0
1.8068035216770924e-11,1
3.4816101955915614e-12,1
3.881994280306449e-12,1
1.9878014453362295e-11,0
3.4602896590183465e-12,0
3.5480491106527158e-12,0
3.4602896590183465e-12,0
3.6398175448878335e-12,0
1.4510542600587935e-11,1
2.0553985602667082e-11,1
1.922071824255673e-11,0
1.3740148249426346e-11,0
1.712361247054904e-11,0
2.0447260926836382e-11,0
1.9322342572264588e-10,0
1.6172585964860383e-11,1
2.045087807748017e-11,0
2.1010464652659407e-11,1
3.3105635049788896e-11,0
2.6009789600813956e-11,1
1.4058031637714242e-11,0
7.501786930179713e-11,1
3.6398175448878335e-12,0
3.774401432876656e-12,1
1.4394012051512502e-11,1
4.239618905835297e-12,1
3.3930387353254176e-12,1
2.3483059489158126e-11,0
1.9746246785533142e-11,0
1.680300397281056e-11,0
3.774401432876656e-12,1
3.4816101955915614e-12,1
3.0704381239933724e-11,1
3.9424705360899775e-12,0
1.3926684912832035e-11,1
3.3930387353254176e-12,1
1.3887212074576208e-11,1
3.574511736575177e-12,1
8.83347513904228e-11,1
2.987256016507407e-11,0
3.3930387353254176e-12,1
1.6965038232036682e-11,0
2.2803521333231514e-11,1
3.574511736575177e-12,1
1.8328612087050775e-11,0
2.3466556361780983e-11,1
2.024873748881336e-11,0
3.995134638553143e-12,1
2.0427734326169602e-11,0
3.774401432876656e-12,1
3.6398175448878335e-12,0
3.667804073080921e-11,1
8.429995868070829e-11,1
3.6398175448878335e-12,0
3.4602896590183465e-12,0
3.735894831553248e-12,0
8.366017620921031e-11,0
2.2936037452974618e-11,1
1.5876853441132493e-11,1
3.5480491106527158e-12,0
3.6398175448878335e-12,0
3.56279038788534e-11,1
1.5656151918253132e-11,1
3.7065487942453634e-11,1
4.114201850459372e-12,1
6.936688494551398e-11,1
2.945068515251501e-11,1
3.5732295672722284e-11,1
2.1001325220973427e-11,0
2.645444974845907e-11,1
1.4317987788246659e-11,1
3.4602896590183465e-12,0
1.7391267178223474e-11,1
4.4243353969435474e-11,1
3.5480491106527158e-12,0
1.4761173482122735e-11,1
1.8310063445708922e-11,1
3.6720121468347185e-12,1
1.1454701574909628e-10,0
2.2447728076002044e-11,1
3.4602896590183465e-12,0
1.37628375514978e-11,0
3.995134638553143e-12,1
1.468140883331993e-11,1
3.1465663946860386e-11,0
1.7050928672703526e-11,0
3.497079561622808e-11,1
5.4023362885848365e-11,1
1.9601983932041303e-11,0
2.055378664776526e-11,1
2.1207141692038446e-11,0
1.2562634261533943e-11,1
4.062542123723698e-11,1
3.5480491106527158e-12,0
2.0014360248607108e-11,1
4.239618905835297e-12,1
3.735894831553248e-12,0
1.4112550099575804e-11,0
5.28671732218056e-11,1
1.353680165045409e-11,0
3.836636429751128e-12,0
2.019663393883029e-11,1
1.570611869861753e-11,1
1.5981225274473558e-11,1
3.735301274623822e-11,1
1.7912804671825e-11,1
4.690437129701383e-11,0
3.037528525009767e-11,0
3.4816101955915614e-12,1
1.3246216969164203e-11,1
4.9069976736907546e-11,1
3.349038358794175e-11,1
1.8010022858468894e-11,1
1.462245124121556e-11,0
3.2709420536408175e-11,0
3.6512250656099556e-11,1
3.9424705360899775e-12,0
3.574511736575177e-12,1
1.552485342489499e-11,0
1.2573624548964481e-11,1
4.848387823352462e-11,1
1.3991096515016089e-11,1
4.5752621962761394e-11,0
3.735894831553248e-12,0
6.572395993960132e-11,1
2.2675782666308686e-11,1
1.545287811404261e-11,1
1.4268944204643255e-11,0
2.5401441711001376e-11,1
3.774401432876656e-12,1
2.7569089847496342e-11,1
1.37479598999638e-11,1
3.735894831553248e-12,0
1.8304779441646496e-11,1
